"","ABB.ST.Open","ABB.ST.High","ABB.ST.Low","ABB.ST.Close","ABB.ST.Volume","ABB.ST.Adjusted","ALFA.ST.Open","ALFA.ST.High","ALFA.ST.Low","ALFA.ST.Close","ALFA.ST.Volume","ALFA.ST.Adjusted","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted","ASSA-B.ST.Open","ASSA-B.ST.High","ASSA-B.ST.Low","ASSA-B.ST.Close","ASSA-B.ST.Volume","ASSA-B.ST.Adjusted","ATCO-A.ST.Open","ATCO-A.ST.High","ATCO-A.ST.Low","ATCO-A.ST.Close","ATCO-A.ST.Volume","ATCO-A.ST.Adjusted","ATCO-B.ST.Open","ATCO-B.ST.High","ATCO-B.ST.Low","ATCO-B.ST.Close","ATCO-B.ST.Volume","ATCO-B.ST.Adjusted","AZN.ST.Open","AZN.ST.High","AZN.ST.Low","AZN.ST.Close","AZN.ST.Volume","AZN.ST.Adjusted","BETS-B.ST.Open","BETS-B.ST.High","BETS-B.ST.Low","BETS-B.ST.Close","BETS-B.ST.Volume","BETS-B.ST.Adjusted","BILI-A.ST.Open","BILI-A.ST.High","BILI-A.ST.Low","BILI-A.ST.Close","BILI-A.ST.Volume","BILI-A.ST.Adjusted","BOL.ST.Open","BOL.ST.High","BOL.ST.Low","BOL.ST.Close","BOL.ST.Volume","BOL.ST.Adjusted","BP.Open","BP.High","BP.Low","BP.Close","BP.Volume","BP.Adjusted","CARL-B.CO.Open","CARL-B.CO.High","CARL-B.CO.Low","CARL-B.CO.Close","CARL-B.CO.Volume","CARL-B.CO.Adjusted","DANSKE.CO.Open","DANSKE.CO.High","DANSKE.CO.Low","DANSKE.CO.Close","DANSKE.CO.Volume","DANSKE.CO.Adjusted","ELUX-B.ST.Open","ELUX-B.ST.High","ELUX-B.ST.Low","ELUX-B.ST.Close","ELUX-B.ST.Volume","ELUX-B.ST.Adjusted","ERIC-B.ST.Open","ERIC-B.ST.High","ERIC-B.ST.Low","ERIC-B.ST.Close","ERIC-B.ST.Volume","ERIC-B.ST.Adjusted","FUM1V.HE.Open","FUM1V.HE.High","FUM1V.HE.Low","FUM1V.HE.Close","FUM1V.HE.Volume","FUM1V.HE.Adjusted","GETI-B.ST.Open","GETI-B.ST.High","GETI-B.ST.Low","GETI-B.ST.Close","GETI-B.ST.Volume","GETI-B.ST.Adjusted","HMB.ST.Open","HMB.ST.High","HMB.ST.Low","HMB.ST.Close","HMB.ST.Volume","HMB.ST.Adjusted","INVE-B.ST.Open","INVE-B.ST.High","INVE-B.ST.Low","INVE-B.ST.Close","INVE-B.ST.Volume","INVE-B.ST.Adjusted","JM.ST.Open","JM.ST.High","JM.ST.Low","JM.ST.Close","JM.ST.Volume","JM.ST.Adjusted","KNEBV.HE.Open","KNEBV.HE.High","KNEBV.HE.Low","KNEBV.HE.Close","KNEBV.HE.Volume","KNEBV.HE.Adjusted","LUMI-SDB.ST.Open","LUMI-SDB.ST.High","LUMI-SDB.ST.Low","LUMI-SDB.ST.Close","LUMI-SDB.ST.Volume","LUMI-SDB.ST.Adjusted","LUPE.ST.Open","LUPE.ST.High","LUPE.ST.Low","LUPE.ST.Close","LUPE.ST.Volume","LUPE.ST.Adjusted","MAERSK-B.CO.Open","MAERSK-B.CO.High","MAERSK-B.CO.Low","MAERSK-B.CO.Close","MAERSK-B.CO.Volume","MAERSK-B.CO.Adjusted","MEKO.ST.Open","MEKO.ST.High","MEKO.ST.Low","MEKO.ST.Close","MEKO.ST.Volume","MEKO.ST.Adjusted","MEO1V.HE.Open","MEO1V.HE.High","MEO1V.HE.Low","MEO1V.HE.Close","MEO1V.HE.Volume","MEO1V.HE.Adjusted","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted","MTG-B.ST.Open","MTG-B.ST.High","MTG-B.ST.Low","MTG-B.ST.Close","MTG-B.ST.Volume","MTG-B.ST.Adjusted","NDA-SEK.ST.Open","NDA-SEK.ST.High","NDA-SEK.ST.Low","NDA-SEK.ST.Close","NDA-SEK.ST.Volume","NDA-SEK.ST.Adjusted","NOKI-SEK.ST.Open","NOKI-SEK.ST.High","NOKI-SEK.ST.Low","NOKI-SEK.ST.Close","NOKI-SEK.ST.Volume","NOKI-SEK.ST.Adjusted","NOVO-B.CO.Open","NOVO-B.CO.High","NOVO-B.CO.Low","NOVO-B.CO.Close","NOVO-B.CO.Volume","NOVO-B.CO.Adjusted","NZYM-B.CO.Open","NZYM-B.CO.High","NZYM-B.CO.Low","NZYM-B.CO.Close","NZYM-B.CO.Volume","NZYM-B.CO.Adjusted","OUT1V.HE.Open","OUT1V.HE.High","OUT1V.HE.Low","OUT1V.HE.Close","OUT1V.HE.Volume","OUT1V.HE.Adjusted","PAR-SEK.ST.Open","PAR-SEK.ST.High","PAR-SEK.ST.Low","PAR-SEK.ST.Close","PAR-SEK.ST.Volume","PAR-SEK.ST.Adjusted","PREC.ST.Open","PREC.ST.High","PREC.ST.Low","PREC.ST.Close","PREC.ST.Volume","PREC.ST.Adjusted","PROE-B.ST.Open","PROE-B.ST.High","PROE-B.ST.Low","PROE-B.ST.Close","PROE-B.ST.Volume","PROE-B.ST.Adjusted","PVE.ST.Open","PVE.ST.High","PVE.ST.Low","PVE.ST.Close","PVE.ST.Volume","PVE.ST.Adjusted","QMED.ST.Open","QMED.ST.High","QMED.ST.Low","QMED.ST.Close","QMED.ST.Volume","QMED.ST.Adjusted","SAMAS.HE.Open","SAMAS.HE.High","SAMAS.HE.Low","SAMAS.HE.Close","SAMAS.HE.Volume","SAMAS.HE.Adjusted","SAND.ST.Open","SAND.ST.High","SAND.ST.Low","SAND.ST.Close","SAND.ST.Volume","SAND.ST.Adjusted","SCA-B.ST.Open","SCA-B.ST.High","SCA-B.ST.Low","SCA-B.ST.Close","SCA-B.ST.Volume","SCA-B.ST.Adjusted","SCV-B.ST.Open","SCV-B.ST.High","SCV-B.ST.Low","SCV-B.ST.Close","SCV-B.ST.Volume","SCV-B.ST.Adjusted","SEB-A.ST.Open","SEB-A.ST.High","SEB-A.ST.Low","SEB-A.ST.Close","SEB-A.ST.Volume","SEB-A.ST.Adjusted","SECU-B.ST.Open","SECU-B.ST.High","SECU-B.ST.Low","SECU-B.ST.Close","SECU-B.ST.Volume","SECU-B.ST.Adjusted","SHB-A.ST.Open","SHB-A.ST.High","SHB-A.ST.Low","SHB-A.ST.Close","SHB-A.ST.Volume","SHB-A.ST.Adjusted","SKA-B.ST.Open","SKA-B.ST.High","SKA-B.ST.Low","SKA-B.ST.Close","SKA-B.ST.Volume","SKA-B.ST.Adjusted","SKF-B.ST.Open","SKF-B.ST.High","SKF-B.ST.Low","SKF-B.ST.Close","SKF-B.ST.Volume","SKF-B.ST.Adjusted","SSAB-A.ST.Open","SSAB-A.ST.High","SSAB-A.ST.Low","SSAB-A.ST.Close","SSAB-A.ST.Volume","SSAB-A.ST.Adjusted","STERV.HE.Open","STERV.HE.High","STERV.HE.Low","STERV.HE.Close","STERV.HE.Volume","STERV.HE.Adjusted","SWED-A.ST.Open","SWED-A.ST.High","SWED-A.ST.Low","SWED-A.ST.Close","SWED-A.ST.Volume","SWED-A.ST.Adjusted","SWMA.ST.Open","SWMA.ST.High","SWMA.ST.Low","SWMA.ST.Close","SWMA.ST.Volume","SWMA.ST.Adjusted","TEL2-B.ST.Open","TEL2-B.ST.High","TEL2-B.ST.Low","TEL2-B.ST.Close","TEL2-B.ST.Volume","TEL2-B.ST.Adjusted","TLSN.ST.Open","TLSN.ST.High","TLSN.ST.Low","TLSN.ST.Close","TLSN.ST.Volume","TLSN.ST.Adjusted","UPM1V.HE.Open","UPM1V.HE.High","UPM1V.HE.Low","UPM1V.HE.Close","UPM1V.HE.Volume","UPM1V.HE.Adjusted","VOLV-B.ST.Open","VOLV-B.ST.High","VOLV-B.ST.Low","VOLV-B.ST.Close","VOLV-B.ST.Volume","VOLV-B.ST.Adjusted","VWS.CO.Open","VWS.CO.High","VWS.CO.Low","VWS.CO.Close","VWS.CO.Volume","VWS.CO.Adjusted","WRT1V.HE.Open","WRT1V.HE.High","WRT1V.HE.Low","WRT1V.HE.Close","WRT1V.HE.Volume","WRT1V.HE.Adjusted","YHOO.Open","YHOO.High","YHOO.Low","YHOO.Close","YHOO.Volume","YHOO.Adjusted"
"2009-12-28",138.5,138.9,137.8,138.3,1153500,138.3,97.85,98.8,97.85,98.55,722900,96.25,139.75,141.98,138.53,139.31,8763900,139.31,139.8,141.2,139.2,139.9,385200,136.62,106.3,107.3,105.9,106.5,1132500,106.5,94.85,95.5,94.2,94.7,855600,94.7,339.6,340.4,337.4,337.7,763200,337.7,109.5,110.75,107.5,110,169100,100.43,70,70.25,68.25,68.25,28900,66.17,90.35,91.3,90.3,91.2,1248100,88.51,58.48,58.64,58.37,58.63,2270800,56.8,384,387,381.5,383,20800,380.09,NA,NA,NA,NA,NA,NA,172.2,173,170.1,171.2,376900,167.12,66.75,67.3,66.65,66.95,6205500,65.2,18.49,18.55,18.37,18.4,981700,17.46,141.5,142.4,140,140.1,270300,135.58,811.2,816.8,805.6,808,780000,390.73,134.5,135.2,133.7,134.3,809500,130.55,119.5,121.5,119.5,121.25,144900,118.83,29.57,29.89,29.57,29.8,131400,28.56,29.5,29.6,29.1,29.2,1398900,29.2,57.3,57.75,56.65,56.95,571600,56.95,36900,36900,36500,36700,600,36450.31,153,154,152,152.5,11500,146.01,24.11,24.22,23.81,23.95,220000,23.28,31,31.18,30.89,31.17,25384000,30.53,344,345.5,341,345.5,110900,340.92,75.7,75.7,74.4,74.9,3262100,74.65,93.2,93.6,90.45,91.25,1139700,90.83,338.5,339.25,329.75,331.75,108800,326.16,544.5,546,539,542,8400,536.7,12.81,13,12.73,12.97,528000,12.69,25.1,25.3,24.8,24.9,1347800,24.9,2.2,2.24,2.16,2.18,1690300,2.18,25.8,26,25.1,25.8,43500,25.22,6.5,6.5,6.15,6.15,62700,6.15,49.9,50,48.5,49.5,41700,48.46,16.98,17,16.88,16.9,375600,16.04,88.55,89,87.7,88,1569200,87.13,96.25,96.8,95.7,96.2,1279000,92.67,93.55,94.15,92.55,93.2,456000,92.4,44.3,44.88,44.3,44.74,4007100,43.73,70.1,70.45,69.8,70.2,501900,67.49,207.9,209.8,207.8,208.1,420100,192.68,121.7,121.9,120.7,121.4,706600,120.49,124.5,125.2,123.4,124.1,917600,121.25,121.2,123.1,121.1,122.5,846300,121.56,4.85,4.88,4.83,4.87,1190700,4.73,69.05,69.3,68.65,69,2619400,69,161.7,162,159.4,159.9,251800,155.25,111.5,112.1,110.9,111.3,537200,109.46,52.8,52.95,52.5,52.85,2599500,50.6,8.27,8.35,8.23,8.29,829800,7.9,62.85,63.35,62.15,63.05,3937100,63.05,303,308,302,304.25,150400,304.25,27.69,27.84,27.43,27.65,109800,26.34,16.74,16.94,16.68,16.88,11504300,16.88
"2009-12-29",138.4,139.4,137.7,138.5,1340400,138.5,98.8,99.5,98.1,98.75,829300,96.44,141.29,142.58,138.55,139.41,8400600,139.41,139.6,140.8,139,140,401300,136.72,106.8,108.4,106.4,107.2,1844300,107.2,95.2,96.5,94.55,95.4,606900,95.4,339.5,339.7,335.4,336.7,1082000,336.7,110,110,108.25,109.75,98100,100.21,68.5,69.5,68,69.5,13900,67.38,91.3,93.2,91.3,92.55,2290100,89.82,58.58,58.69,57.86,58.05,2757500,56.24,384.75,388.5,383,385,22200,382.07,NA,NA,NA,NA,NA,NA,170.9,171.8,170.1,171,617700,166.93,66.85,67.2,66.7,67,48500,65.24,18.41,18.93,18.4,18.93,1914000,17.96,140.4,141,137.3,137.7,595700,133.25,807.4,813,805.8,807.4,1649800,390.44,134,134.8,133.6,134.4,507600,130.64,121,121.75,120,121.5,273200,119.07,29.77,29.96,29.62,29.91,171700,28.67,29.2,29.4,29,29.3,1773400,29.3,56.85,57.65,56.8,57.25,745200,57.25,36800,36800,36600,36600,200,36350.99,151.5,154,151.5,153,5500,146.49,23.9,24.69,23.74,24.66,542300,23.97,31.35,31.5,31.23,31.39,29716200,30.75,345,355,343.5,355,240300,350.3,75.05,75.05,74.3,74.5,3251300,74.25,91.65,91.95,91.2,91.55,768000,91.13,333.75,337.5,332.75,334,47300,328.37,542,544,540,541,4200,535.71,12.96,13.28,12.93,13.15,875700,12.87,24.9,24.9,24.6,24.7,1168400,24.7,2.19,2.33,2.12,2.23,2176100,2.23,25.3,25.9,25,25.7,77400,25.12,6.4,6.4,6.15,6.3,60000,6.3,48.8,49.3,48.2,48.5,80800,47.48,16.94,17.02,16.91,17.02,661800,16.16,88.1,88.8,87.8,88.05,2219100,87.18,96.2,97.5,96.2,96.7,1606000,93.15,93.3,94.65,92.75,94.2,733000,93.39,44.96,45.48,44.51,45.13,5835900,44.11,70.35,70.5,70.05,70.15,929100,67.44,208.8,209.6,206.8,207.8,607200,192.4,121.4,122.8,121.3,121.9,754300,120.98,123.8,126.2,123.8,125.5,16100,122.62,122.6,124.9,122.4,124,1577600,123.05,4.87,4.92,4.83,4.91,2564800,4.77,69,69.65,68.65,69.2,3051700,69.2,159.8,160.5,158.2,158.7,470400,154.09,111.6,112.2,111.2,112,688100,110.14,52.8,53.05,52.65,53.05,2852600,50.79,8.3,8.33,8.26,8.31,1474100,7.91,63,63,61.95,62.2,4914300,62.2,306,312,305.25,308,212800,308,27.57,27.94,27.47,27.94,191900,26.62,16.84,16.97,16.68,16.92,13450200,16.92
"2009-12-30",138.4,138.7,136.5,138,2288400,138,99,100.2,98.35,99,1544500,96.69,138.4,138.4,135.28,136.49,6913200,136.49,139,140.6,137.8,137.8,578400,134.57,107.1,108.2,105.3,105.3,2138400,105.3,95.2,96.4,93.45,93.45,863400,93.45,336.4,338,334.3,335.2,887000,335.2,109,110,108.5,109.75,109600,100.21,68.75,70,67.5,69.75,34800,67.63,92.05,92.95,91.2,92.1,2025100,89.38,57.74,58.33,57.7,58.16,1971000,56.35,386,388,384,384,29100,381.08,NA,NA,NA,NA,NA,NA,170.8,170.8,167.2,167.5,1700400,163.51,66.95,67.1,65.8,65.9,14489200,64.17,18.92,19.17,18.87,18.97,1852500,18,138.1,139.6,136.3,136.3,822700,131.9,807.6,807.8,794.8,794.8,6300,384.34,134.3,134.8,132.7,132.9,955500,129.19,121.25,123,120.75,123,374200,120.54,29.8,30.4,29.77,29.96,440000,28.72,29.2,29.5,28.8,29.5,3010200,29.5,57.4,57.4,56.4,56.6,1021000,56.6,36700,36800,36500,36600,700,36350.99,153,155,151.5,155,24000,148.4,24.48,24.78,24.47,24.63,534900,23.94,31.15,31.29,30.8,30.96,42006200,30.33,353.4,356.2,345.5,355.9,415200,351.18,73.9,74.6,72.8,72.9,5394100,72.66,91.35,92.05,91.15,92.05,8600,91.63,331,334.5,330.5,332,44000,326.4,541,552,539,540,176500,534.72,13.2,13.44,13.11,13.26,908600,12.98,24.6,24.7,24.2,24.6,1853200,24.6,2.22,2.27,2.16,2.25,1859000,2.25,25.6,26.1,25.5,26,56300,25.41,6.15,6.2,6,6.15,111800,6.15,48.2,48.5,47.1,48.2,162100,47.19,16.99,17.02,16.9,17.02,831400,16.16,87.65,88.6,86.4,86.4,3084000,85.55,97,97.1,95.35,95.45,1820500,91.94,93.95,94.85,91.9,92.3,798100,91.51,45,45.33,44.17,44.34,5927000,43.34,70.4,70.65,70.05,70.05,901500,67.35,207,208.9,203.2,204.2,964600,189.07,121.6,122.6,120,121.6,1162100,120.68,125,126.3,123.6,123.6,1879800,120.76,123.7,124.5,122,122.1,1311200,121.17,4.9,4.93,4.88,4.88,1966400,4.74,68.95,71,68.9,71,10495200,71,158,159.8,156.2,156.9,652400,152.34,112,112.3,110.1,110.2,780100,108.37,53,53.35,51.75,51.85,5193500,49.64,8.3,8.37,8.27,8.32,1510200,7.92,62.05,62.5,61.4,61.45,4295300,61.45,310.5,318,310,317,286000,317,27.9,28.35,27.68,28.07,332900,26.74,16.83,16.99,16.81,16.98,8188000,16.98
"2009-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.09,137.28,134.52,134.52,4523000,134.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.49,58.49,57.97,57.97,1517600,56.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.98,30.99,30.48,30.48,31929700,29.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.92,16.96,16.77,16.78,9515600,16.78
"2010-01-04",138.2,138.6,137.6,138.6,2356100,138.6,100,101.6,99.45,101.3,1479500,98.93,136.25,136.61,133.14,133.9,7599900,133.9,138.2,141.5,138.1,141,830900,137.7,106.2,107.4,105.7,107.1,2562900,107.1,94.55,95.4,93.95,95.05,929100,95.05,337.6,337.6,333.2,334.6,1020700,334.6,110,113,110,113,122000,103.17,70.5,70.75,69.75,69.75,26700,67.63,92.5,96,92.5,95.35,4222200,92.53,59.3,59.45,59.08,59.15,3956100,57.31,385.3,396.7,385,396.1,52800,393.09,NA,NA,NA,NA,NA,NA,168.5,170.4,167.3,169,1735300,164.98,65.9,66.9,65.9,66.9,10188600,65.15,19.05,19.53,19.03,19.5,2471300,18.5,136.6,139.9,136.6,139.5,686500,135,796.6,801,792.4,796.8,18200,385.31,133.5,135.5,133.5,135.3,1684900,131.52,122.5,124.5,122,122.5,347700,120.05,30.06,30.73,30.06,30.4,396400,29.14,29.7,30.5,29.4,30.5,3145000,30.5,57.1,58.35,57,58.15,1215000,58.15,36700,38200,36500,38200,2400,37940.11,155.5,161,155.5,158,19300,151.28,24.52,25.28,24.52,25.2,677300,24.49,30.62,31.1,30.59,30.95,38409100,30.32,356,358.1,352.1,356.3,336400,351.58,73.2,73.8,72.65,73.5,6371800,73.25,92.7,94.25,92.7,94.25,9000,93.82,333,341,332.5,341,82000,335.25,546,569.5,544,567.5,20300,561.96,13.35,13.85,13.35,13.83,1205500,13.54,24.9,26.4,24.8,26.3,2172400,26.3,2.27,2.32,2.22,2.23,1118200,2.23,26,27,25.8,26.2,102700,25.61,6.25,6.5,6.2,6.35,20300,6.35,48.4,50.25,48.2,50.25,154900,49.19,17.04,17.18,17.03,17.15,1195600,16.28,87.4,88.65,87.3,88.5,3782300,87.63,96.05,96.6,95.75,96,1951000,92.47,93.05,94.8,92.6,93.5,799900,92.7,44.78,45.59,44.76,45.59,5941900,44.56,70.5,71.5,70.3,71.45,1043800,68.69,205.5,208,204.5,208,1002600,192.59,122.3,123,121,122.8,920100,121.87,124.5,125.8,124.2,125.6,1942700,122.72,123.3,127.7,123.2,127.4,2199400,126.42,4.92,5.02,4.92,5.02,3031600,4.87,72.15,72.7,71.15,71.85,6490400,71.85,156.6,157.7,152.9,154.6,1228700,150.11,110.3,112,110.3,111.9,801800,110.05,51.75,52.1,51.35,52.05,6573200,49.83,8.35,8.52,8.34,8.47,3073900,8.07,61.8,63.35,61.8,63.15,5234100,63.15,321.2,329.9,317,329.9,217900,329.9,28.19,28.85,28.19,28.75,196500,27.39,16.94,17.2,16.88,17.1,16587400,17.1
"2010-01-05",138.7,139.6,138.5,139.1,1081100,139.1,101.7,102.6,100.6,101,952400,98.64,133.43,135.48,131.81,134.69,8851900,134.69,141.4,141.8,139.8,141.8,430200,138.48,107.1,107.5,105.8,106.3,2375700,106.3,95.1,95.4,94.15,94.9,442400,94.9,334.6,335.2,330.9,332.9,19300,332.9,113.75,116,113.5,114.75,97400,104.77,70.75,74.5,70.75,74,61600,71.75,96,99.3,95.9,99.3,4189600,96.37,59.65,59.9,59.31,59.57,4109600,57.71,394,399,392,394.2,120400,391.2,NA,NA,NA,NA,NA,NA,170.2,175.5,169.7,174.3,2548200,170.15,67.2,68.7,67.1,68.7,11565200,66.9,19.64,19.78,19.23,19.31,25500,18.32,139.5,140.2,138.9,138.9,278900,134.41,798,798,786,792,1205000,382.99,135.5,136.4,135.1,136,745400,132.2,122,124.5,122,123.5,155100,121.03,30.48,30.62,29.94,30.3,557600,29.04,30.5,30.7,30.3,30.6,1530400,30.6,58.4,60.25,58.25,60.25,1205200,60.25,38400,38580,37650,38080,3000,37820.92,158.5,159,157,157,12900,150.32,25.31,26.06,25.1,25.81,941500,25.08,30.85,31.1,30.64,30.96,49749600,30.33,356.6,358.3,354,354,151200,349.31,73.5,73.95,73.15,73.65,4618900,73.4,93.3,94.05,93.1,93.95,4800,93.52,339.1,339.8,331,332.3,348500,326.7,568,575,562,573,14400,567.4,14.12,14.33,13.96,14.31,2691200,14,26.8,27.6,26.8,27.6,1606700,27.6,2.27,2.27,2.15,2.2,633000,2.2,26.3,26.3,25.9,25.9,12100,25.31,6.35,6.75,6.35,6.75,3500,6.75,50.75,50.75,49.3,50,58200,48.95,17.23,17.47,17.12,17.12,1695200,16.25,88.7,88.95,88,88,2576300,87.13,96.05,96.5,95.4,96.4,18600,92.86,93.9,94.45,93,93.9,1000,93.09,45.86,45.96,45.4,45.4,5041300,44.38,71.8,72.2,71.15,72.2,630600,69.42,208,209.8,206.9,209,700,193.51,122.8,122.8,121.4,122,711200,121.08,125.9,126,124,124,1241800,121.15,127.8,128.5,126.6,128.2,1380200,127.22,5.06,5.2,5.01,5.13,500,4.98,72.15,72.75,71.65,72.65,11700,72.65,155.2,155.5,153.6,155,5000,150.5,112.3,112.8,111.7,112.2,401100,110.34,52.35,52.45,51.9,52,5319800,49.78,8.52,8.64,8.43,8.54,2967600,8.13,63.7,64.75,63.3,64.75,3356900,64.75,332.3,332.3,319.5,321.9,321400,321.9,28.83,29.18,28.5,28.65,417200,27.29,17.22,17.23,17,17.23,11718100,17.23
"2010-01-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.6,134.73,131.65,132.25,7178800,132.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.52,59.92,59.34,59.88,6227900,58.01,396,396,385,389,48800,386.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38150,38890,38090,38730,800,38466.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88,31.08,30.52,30.77,58182400,30.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,339,333,336.9,73200,331.22,575,579,555,556,15000,550.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,323,316.4,317.9,136600,317.9,NA,NA,NA,NA,NA,NA,17.17,17.3,17.07,17.17,16422000,17.17
